name,link
2018年奇幻动作《物怪/恶兽》BD韩语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg90.dydytt.net:8480/阳光电影www.ygdy8.com.物怪.BD.720p.韩语中字.mkv
2019惊悚剧情《宁静/惊涛布局》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:4121/阳光电影www.ygdy8.com.宁静.BD.720p.中英双字幕.mkv
2018年剧情《奎迪：英雄再起》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8396/阳光电影www.ygdy8.com.奎迪：英雄再起.BD.720p.中英双字幕.mkv
2019年科幻动画《正义联盟大战致命五人组》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8423/阳光电影www.ygdy8.com.正义联盟大战致命五人组.BD.720p.中英双字幕.mkv
2019韩国JTBC月火剧《耀眼》全12集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5584/[阳光电影-www.ygdy8.com]耀眼-01.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5584/[阳光电影-www.ygdy8.com]耀眼-02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]耀眼-03.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]耀眼-04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]耀眼-05.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]耀眼-06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5602/[阳光电影-www.ygdy8.com]耀眼-07.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]耀眼-08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]耀眼-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]耀眼-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]耀眼-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5619/[阳光电影-www.ygdy8.com]耀眼-12.mp4"
2019年内地电视剧《独孤皇后》第50集[国语字幕]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-01.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-02.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-03.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-04.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-05.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-06.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-07.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-08.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-09.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-10.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-11.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-12.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-13.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-14.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-15.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]独孤皇后-16.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]独孤皇后-17.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]独孤皇后-18.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]独孤皇后19.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5589/[阳光电影-www.ygdy8.com]独孤皇后20.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5590/[阳光电影-www.ygdy8.com]独孤皇后-21.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5590/[阳光电影-www.ygdy8.com]独孤皇后-22.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]独孤皇后-23.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]独孤皇后-24.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]独孤皇后-25.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5595/[阳光电影-www.ygdy8.com]独孤皇后-26.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]独孤皇后-27.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5596/[阳光电影-www.ygdy8.com]独孤皇后-28.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5597/[阳光电影-www.ygdy8.com]独孤皇后-29.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5597/[阳光电影-www.ygdy8.com]独孤皇后-30.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]独孤皇后-31.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]独孤皇后-32.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]独孤皇后-33.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]独孤皇后-34.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]独孤皇后-35.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]独孤皇后-36.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5604/[阳光电影-www.ygdy8.com]独孤皇后-37.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5604/[阳光电影-www.ygdy8.com]独孤皇后-38.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5607/[阳光电影-www.ygdy8.com]独孤皇后-39.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5607/[阳光电影-www.ygdy8.com]独孤皇后-40.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]独孤皇后-41.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]独孤皇后-42.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]独孤皇后-43.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5611/[阳光电影-www.ygdy8.com]独孤皇后-44.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5612/[阳光电影-www.ygdy8.com]独孤皇后-45.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5612/[阳光电影-www.ygdy8.com]独孤皇后-46.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]独孤皇后-47.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]独孤皇后-48.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]独孤皇后-49.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]独孤皇后-50.mp4"
2018年纪录片《藏北秘岭-重返无人区》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8398/阳光电影www.ygdy8.com.藏北秘岭-重返无人区.HD.720p.国语中字.mkv
2019年内地电视剧《东宫》第52国语字幕]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-01.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-02.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-03.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-04.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-05.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-06.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-07.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5586/[阳光电影-www.ygdy8.com]东宫-08.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]东宫-09.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]东宫-10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]东宫-11.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5587/[阳光电影-www.ygdy8.com]东宫-12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]东宫-13.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]东宫-14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]东宫-15.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5591/[阳光电影-www.ygdy8.com]东宫-16.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-17.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-18.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-19.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-20.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-21.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-22.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-23.mp4 ,ftp://ygdy8:ygdy8@yg76.dydytt.net:5598/[阳光电影-www.ygdy8.com]东宫-24.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]东宫-25.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]东宫-26.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]东宫-27.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5603/[阳光电影-www.ygdy8.com]东宫-28.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]东宫-29.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]东宫-30.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]东宫-31.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5606/[阳光电影-www.ygdy8.com]东宫-32.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]东宫-33.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]东宫-34.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]东宫-35.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5610/[阳光电影-www.ygdy8.com]东宫-36.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]东宫-37.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]东宫-38.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5613/[阳光电影-www.ygdy8.com]东宫-39.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5615/[阳光电影-www.ygdy8.com]东宫-40.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]东宫-41.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]东宫-42.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]东宫-43.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5618/[阳光电影-www.ygdy8.com]东宫-44.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5622/[阳光电影-www.ygdy8.com]东宫-45.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5622/[阳光电影-www.ygdy8.com]东宫-46.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5622/[阳光电影-www.ygdy8.com]东宫-47.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5622/[阳光电影-www.ygdy8.com]东宫-48.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5625/[阳光电影-www.ygdy8.com]东宫-49.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5625/[阳光电影-www.ygdy8.com]东宫-50.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5625/[阳光电影-www.ygdy8.com]东宫-51.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5625/[阳光电影-www.ygdy8.com]东宫-52.mp4"
2018年剧情《本回家了》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8399/阳光电影www.ygdy8.com.本回家了.BD.720p.中英双字幕.mkv
2018年惊悚动作《布利特县》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg72.dydytt.net:8349/阳光电影www.ygdy8.com.布利特县.BD.720p.中英双字幕.mkv
2019年科幻《最后的日出》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7398/阳光电影www.ygdy8.com.最后的日出.HD.1080p.国语中字.mkv
2019年惊悚动作《密林诡影》HD国语中字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg72.dydytt.net:8348/阳光电影www.ygdy8.com.密林诡影.HD.1920p.国语中字.mkv
2019年惊悚动作《赎罪》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:6155/阳光电影www.ygdy8.com.赎罪.BD.720p.中英双字幕.mkv
2018年剧情灾难《大地震》BD中文字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg72.dydytt.net:8350/阳光电影www.ygdy8.com.大地震.BD.720p.中文字幕.mkv
2018年获奖动画《无敌破坏王2：大闹互联网》BD国粤英三语双字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:3192/阳光电影www.ygdy8.com.无敌破坏王2：大闹互联网.BD.720p.国粤英三语.中英双字幕.mkv
2018年剧情音乐《光之声》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg90.dydytt.net:8481/阳光电影www.ygdy8.com.光之声.BD.720p.中英双字幕.mkv
2018年剧情喜剧《速成家庭》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7399/阳光电影www.ygdy8.com.速成家庭.BD.720p.中英双字幕.mkv
2019年动作《大人物》HD国语中英双字迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8400/阳光电影www.ygdy8.com.大人物.HD.1080p.国语中英双字.mkv
2018年高分获奖剧情《迦百农》BD中文字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7400/阳光电影www.ygdy8.com.迦百农.BD.720p.中文字幕.mkv
RunningMan-20190707~20190728迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6728/[阳光电影-www.ygdy8.com]RunningMan20190707.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6736/[阳光电影-www.ygdy8.com]RunningMan20190714.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6743/[阳光电影-www.ygdy8.com]RunningMan20190721.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6751/[阳光电影-www.ygdy8.com]RunningMan20190728.mp4"
我独自生活-20190705~20190726迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6726/[阳光电影-www.ygdy8.com]我独自生活20190705.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6734/[阳光电影-www.ygdy8.com]我独自生活20190712.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6741/[阳光电影-www.ygdy8.com]我独自生活20190719.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6750/[阳光电影-www.ygdy8.com]我独自生活20190726.mkv"
同床异梦2-20190701~20190722迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6731/[阳光电影-www.ygdy8.com]同床异梦2-你是我的命运20190708.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6737/[阳光电影-www.ygdy8.com]同床异梦2-你是我的命运20190715.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6746/[阳光电影-www.ygdy8.com]同床异梦2-20190722.mkv"
我独自生活-20190605~20190628迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6700/[阳光电影-www.ygdy8.com]我独自生活20190607.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6706/[阳光电影-www.ygdy8.com]我独自生活20190614.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6711/[阳光电影-www.ygdy8.com]我独自生活20190621.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6718/[阳光电影-www.ygdy8.com]我独自生活20190628.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6750/[阳光电影-www.ygdy8.com]我独自生活20190726.mkv"
金炳万的丛林法则-20190706~20190727迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6727/[阳光电影-www.ygdy8.com]金炳万的丛林法则20190706.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6735/[阳光电影-www.ygdy8.com]金炳万的丛林法则20190713.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6742/[阳光电影-www.ygdy8.com]金炳万的丛林法则20190720.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6750/[阳光电影-www.ygdy8.com]金炳万的丛林法则20190727.mp4"
我家的熊孩子-20190602~20190630迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6694/[阳光电影-www.ygdy8.com]我家的熊孩子20190602.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6701/[阳光电影-www.ygdy8.com]我家的熊孩子20190609.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6706/[阳光电影-www.ygdy8.com]我家的熊孩子20190616.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6713/[阳光电影-www.ygdy8.com]我家的熊孩子20190623.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6721/[阳光电影-www.ygdy8.com]我家的熊孩子20190630.mkv"
人气歌谣-20190707~20190728迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6729/[阳光电影-www.ygdy8.com]人气歌谣20190707.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6736/[阳光电影-www.ygdy8.com]人气歌谣20190714.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6744/[阳光电影-www.ygdy8.com]人气歌谣20190721.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:6751/[阳光电影-www.ygdy8.com]人气歌谣20190728.mp4"
2018年科幻喜剧《另一个时间》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg90.dydytt.net:8482/阳光电影www.ygdy8.com.另一个时间.BD.720p.中英双字幕.mkv
2019年爱情喜剧《难道不浪漫》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:8401/阳光电影www.ygdy8.com.难道不浪漫.BD.720p.中英双字幕.mkv
超人回来了-20190707~20190728迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6728/[阳光电影-www.ygdy8.com]超人回来了20190707.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6736/[阳光电影-www.ygdy8.com]超人回来了20190714.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6744/[阳光电影-www.ygdy8.com]超人回来了20190721.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6751/[阳光电影-www.ygdy8.com]超人回来了20190728.mkv"
2018年恐怖喜剧《凶手或许就是你》BD中英双字幕迅雷下载_阳光电影,ftp://ygdy8:ygdy8@yg45.dydytt.net:7401/阳光电影www.ygdy8.com.凶手或许就是你.BD.720p.中英双字幕.mkv
认识的哥哥-20190706~20190727迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:6727/[阳光电影-www.ygdy8.com]认识的哥哥20190706.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6735/[阳光电影-www.ygdy8.com]认识的哥哥20190713.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6742/[阳光电影-www.ygdy8.com]认识的哥哥20190720.mkv,ftp://ygdy8:ygdy8@yg76.dydytt.net:6750/[阳光电影-www.ygdy8.com]认识的哥哥20190727.mkv"
2019韩国MBC土曜剧《悲伤时爱你》全40集[韩语中字]迅雷下载_阳光电影,"ftp://ygdy8:ygdy8@yg76.dydytt.net:5594/[阳光电影-www.ygdy8.com]悲伤时爱你-01+02.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5594/[阳光电影-www.ygdy8.com]悲伤时爱你-03+04.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5600/[阳光电影-www.ygdy8.com]悲伤时爱你-05+06.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5600/[阳光电影-www.ygdy8.com]悲伤时爱你-07+08.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5608/[阳光电影-www.ygdy8.com]悲伤时爱你-09+10.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5608/[阳光电影-www.ygdy8.com]悲伤时爱你-11+12.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5616/[阳光电影-www.ygdy8.com]悲伤时爱你-13+14.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5616/[阳光电影-www.ygdy8.com]悲伤时爱你-15+16.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5623/[阳光电影-www.ygdy8.com]悲伤时爱你-17+18.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5623/[阳光电影-www.ygdy8.com]悲伤时爱你-19+20.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5630/[阳光电影-www.ygdy8.com]悲伤时爱你-21+22.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5630/[阳光电影-www.ygdy8.com]悲伤时爱你-23+24.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5638/[阳光电影-www.ygdy8.com]悲伤时爱你-25+26.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5638/[阳光电影-www.ygdy8.com]悲伤时爱你-27+28.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5646/[阳光电影-www.ygdy8.com]悲伤时爱你-29+30.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5646/[阳光电影-www.ygdy8.com]悲伤时爱你-31+32.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5652/[阳光电影-www.ygdy8.com]悲伤时爱你-33+34.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5652/[阳光电影-www.ygdy8.com]悲伤时爱你-35+36.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5659/[阳光电影-www.ygdy8.com]悲伤时爱你-37+38.mp4,ftp://ygdy8:ygdy8@yg76.dydytt.net:5659/[阳光电影-www.ygdy8.com]悲伤时爱你-39+40.mp4"
